Gene stable ID,Gene name,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand
ENSBTAG00000053718,,histone H4 [Source:NCBI gene (formerly Entrezgene)_Acc:112445463],NKLS02000467.1,32269,32580,1
ENSBTAG00000022314,EMD,emerin [Source:VGNC Symbol_Acc:VGNC:28469],X,37427208,37430081,1
ENSBTAG00000053309,,,NKLS02000467.1,33877,34680,-1
ENSBTAG00000053942,,histone H2B [Source:NCBI gene (formerly Entrezgene)_Acc:112445462],NKLS02000467.1,34739,34942,1
ENSBTAG00000051217,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],7,3949117,3949223,-1
ENSBTAG00000050095,,histone H3 [Source:NCBI gene (formerly Entrezgene)_Acc:115945173],NKLS02000467.1,37613,38023,-1
ENSBTAG00000051309,,,NKLS02000467.1,38325,38636,1
ENSBTAG00000006855,TDRD1,tudor domain containing 1 [Source:VGNC Symbol_Acc:VGNC:35715],26,34653339,34692090,1
ENSBTAG00000050465,,,NKLS02000467.1,39933,40736,-1
ENSBTAG00000013273,PIGL,phosphatidylinositol glycan anchor biosynthesis class L [Source:VGNC Symbol_Acc:VGNC:32871],19,33284684,33326707,-1
ENSBTAG00000010047,TIAM2,TIAM Rac1 associated GEF 2 [Source:VGNC Symbol_Acc:VGNC:96546],9,91723944,91866359,1
ENSBTAG00000006116,SUGP1,SURP and G-patch domain containing 1 [Source:VGNC Symbol_Acc:VGNC:35463],7,3965453,3998161,1
ENSBTAG00000054247,,,22,55446584,55446787,-1
ENSBTAG00000054658,,histone H2B [Source:NCBI gene (formerly Entrezgene)_Acc:112445465],NKLS02000467.1,40795,40998,1
ENSBTAG00000052040,,uncharacterized LOC101904339 [Source:NCBI gene (formerly Entrezgene)_Acc:101904339],X,37435433,37438723,-1
ENSBTAG00000054895,,,NKLS02000493.1,9512,15169,1
ENSBTAG00000012954,ERAS,ES cell expressed Ras [Source:VGNC Symbol_Acc:VGNC:28562],X,86934934,86938684,1
ENSBTAG00000018600,VGLL4,vestigial like family member 4 [Source:VGNC Symbol_Acc:VGNC:36793],22,55581272,55735337,-1
ENSBTAG00000007454,RPL10,ribosomal protein L10 [Source:NCBI gene (formerly Entrezgene)_Acc:286790],X,37450195,37453599,1
ENSBTAG00000013271,NCOR1,nuclear receptor corepressor 1 [Source:VGNC Symbol_Acc:VGNC:31925],19,33326801,33442361,1
ENSBTAG00000017752,DYNLRB2,dynein light chain roadblock-type 2 [Source:VGNC Symbol_Acc:VGNC:28277],18,7325125,7343264,1
ENSBTAG00000013250,PCSK1N,proprotein convertase subtilisin/kexin type 1 inhibitor [Source:VGNC Symbol_Acc:VGNC:32647],X,86939604,86944224,-1
ENSBTAG00000047143,U1,U1 spliceosomal RNA [Source:RFAM_Acc:RF00003],21,65003590,65003751,1
ENSBTAG00000005441,ZMAT2,zinc finger matrin-type 2 [Source:VGNC Symbol_Acc:VGNC:37191],7,51825588,51830683,1
ENSBTAG00000053892,,,5,51155558,51156649,1
ENSBTAG00000030073,bta-mir-342,bta-mir-342 [Source:miRBase_Acc:MI0005059],21,65057646,65057739,1
ENSBTAG00000017488,KLF3,Kruppel like factor 3 [Source:VGNC Symbol_Acc:VGNC:30630],6,57942697,57975237,1
ENSBTAG00000009294,DEGS2,"delta 4-desaturase, sphingolipid 2 [Source:VGNC Symbol_Acc:VGNC:27991]",21,65091255,65110055,-1
ENSBTAG00000052012,,serpin B4-like [Source:NCBI gene (formerly Entrezgene)_Acc:112445470],NKLS02000500.1,916,4537,1
ENSBTAG00000013270,TTC19,tetratricopeptide repeat domain 19 [Source:VGNC Symbol_Acc:VGNC:36458],19,33444096,33470553,-1
ENSBTAG00000028358,Vault,Vault RNA [Source:RFAM_Acc:RF00006],7,51833316,51833412,1
ENSBTAG00000042549,,,9,91731896,91732039,-1
ENSBTAG00000053363,,,NKLS02000510.1,29116,29241,-1
ENSBTAG00000049284,,,X,86945509,86945784,1
ENSBTAG00000007442,AKAP9,A-kinase anchoring protein 9 [Source:VGNC Symbol_Acc:VGNC:25791],4,9333128,9455572,1
ENSBTAG00000051817,,,3,70301254,70306719,1
ENSBTAG00000046190,PCDHA2,protocadherin alpha 2 [Source:HGNC Symbol_Acc:HGNC:8668],7,51894458,51897914,1
ENSBTAG00000019225,SLC39A14,solute carrier family 39 member 14 [Source:VGNC Symbol_Acc:VGNC:34862],8,69680185,69731751,1
ENSBTAG00000045497,,,21,65114052,65114440,1
ENSBTAG00000044099,ZSWIM7,zinc finger SWIM-type containing 7 [Source:VGNC Symbol_Acc:VGNC:37387],19,33472383,33481997,1
ENSBTAG00000017112,CDYL2,chromodomain Y like 2 [Source:VGNC Symbol_Acc:VGNC:27160],18,7389327,7553534,-1
ENSBTAG00000050657,,,3,70321514,70321672,1
ENSBTAG00000031895,TFB1M,"transcription factor B1, mitochondrial [Source:VGNC Symbol_Acc:VGNC:35782]",9,91865619,91932590,-1
ENSBTAG00000018496,TIMM17B,translocase of inner mitochondrial membrane 17B [Source:VGNC Symbol_Acc:VGNC:49573],X,87009815,87013605,-1
ENSBTAG00000049097,,,7,51897197,51897604,-1
ENSBTAG00000054045,,,3,5412200,5495030,1
ENSBTAG00000051322,,,22,39089568,39090248,-1
ENSBTAG00000007581,ADORA2B,adenosine A2b receptor [Source:VGNC Symbol_Acc:VGNC:25688],19,33482107,33502631,-1
ENSBTAG00000053855,,protein FAM209A [Source:NCBI gene (formerly Entrezgene)_Acc:101905505],NKLS02000529.1,182206,182751,1
ENSBTAG00000051019,,,6,58013203,58022604,-1
ENSBTAG00000038480,FPGT,fucose-1-phosphate guanylyltransferase [Source:VGNC Symbol_Acc:VGNC:29109],3,70600177,70608293,-1
ENSBTAG00000020819,YY1,YY1 transcription factor [Source:VGNC Symbol_Acc:VGNC:55896],21,65168061,65193179,1
ENSBTAG00000011914,RASSF10,Ras association domain family member 10 [Source:VGNC Symbol_Acc:VGNC:54475],15,39680167,39681702,-1
ENSBTAG00000050530,,,NKLS02000529.1,226898,227657,-1
ENSBTAG00000010672,PCCA,propionyl-CoA carboxylase subunit alpha [Source:VGNC Symbol_Acc:VGNC:32613],12,76812919,77174969,1
ENSBTAG00000042493,SNORA70,Small nucleolar RNA SNORA70 [Source:RFAM_Acc:RF00156],X,37452984,37453118,1
ENSBTAG00000014042,TLR10,toll like receptor 10 [Source:VGNC Symbol_Acc:VGNC:50019],6,58034093,58059082,-1
ENSBTAG00000044501,bta-mir-2369,bta-mir-2369 [Source:miRBase_Acc:MI0011404],22,39677352,39677421,-1
ENSBTAG00000004078,KCNH2,potassium voltage-gated channel subfamily H member 2 [Source:VGNC Symbol_Acc:VGNC:96697],4,113526181,113561800,-1
ENSBTAG00000051679,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],NKLS02000533.1,10232,10351,-1
ENSBTAG00000021016,GTF2F1,general transcription factor IIF subunit 1 [Source:VGNC Symbol_Acc:VGNC:97277],7,18063616,18069587,1
ENSBTAG00000051455,,,22,40645224,40654813,1
ENSBTAG00000019401,LRRIQ3,leucine rich repeats and IQ motif containing 3 [Source:VGNC Symbol_Acc:VGNC:55257],3,70608442,70718331,1
ENSBTAG00000018498,PQBP1,polyglutamine binding protein 1 [Source:VGNC Symbol_Acc:VGNC:33280],X,87013746,87019562,1
ENSBTAG00000055313,bta-mir-12025,bta-mir-12025 [Source:miRBase_Acc:MI0038443],21,65169462,65169520,1
ENSBTAG00000006532,CDK5RAP2,CDK5 regulatory subunit associated protein 2 [Source:VGNC Symbol_Acc:VGNC:27131],8,109828789,110013031,-1
ENSBTAG00000007455,DNASE1L1,deoxyribonuclease 1 like 1 [Source:VGNC Symbol_Acc:VGNC:28133],X,37454318,37462057,-1
ENSBTAG00000014031,TLR6,toll like receptor 6 [Source:VGNC Symbol_Acc:VGNC:50030],6,58051143,58070580,-1
ENSBTAG00000046595,,,NKLS02000567.1,345,8393,1
ENSBTAG00000016042,TM6SF2,transmembrane 6 superfamily member 2 [Source:VGNC Symbol_Acc:VGNC:35909],7,4000994,4007880,1
ENSBTAG00000013666,SLC25A29,solute carrier family 25 member 29 [Source:VGNC Symbol_Acc:VGNC:34755],21,65203062,65216307,-1
ENSBTAG00000044343,7SK,7SK RNA [Source:RFAM_Acc:RF00100],1,61034260,61034483,-1
ENSBTAG00000023970,,UL16-binding protein 27-like [Source:NCBI gene (formerly Entrezgene)_Acc:783508],NKLS02000567.1,24629,36583,-1
ENSBTAG00000045517,,,1,61183694,61184224,1
ENSBTAG00000046726,CLDN20,claudin 20 [Source:VGNC Symbol_Acc:VGNC:27411],9,91886265,91886978,1
ENSBTAG00000029887,bta-mir-345,bta-mir-345 [Source:miRBase_Acc:MI0005019],21,65217708,65217808,1
ENSBTAG00000001765,HAPLN4,hyaluronan and proteoglycan link protein 4 [Source:VGNC Symbol_Acc:VGNC:52237],7,4011049,4015600,1
ENSBTAG00000002768,SLC35A2,solute carrier family 35 member A2 [Source:VGNC Symbol_Acc:VGNC:34820],X,87019616,87026985,-1
ENSBTAG00000033160,FAM114A1,family with sequence similarity 114 member A1 [Source:VGNC Symbol_Acc:VGNC:53713],6,58091341,58145169,1
ENSBTAG00000031654,KCND3,potassium voltage-gated channel subfamily D member 3 [Source:VGNC Symbol_Acc:VGNC:30436],3,31311513,31530748,1
ENSBTAG00000020133,PPP3CC,protein phosphatase 3 catalytic subunit gamma [Source:VGNC Symbol_Acc:VGNC:33267],8,69756418,69835876,1
ENSBTAG00000001764,NCAN,neurocan [Source:VGNC Symbol_Acc:VGNC:31900],7,4021099,4051470,-1
ENSBTAG00000008384,SLC25A47,solute carrier family 25 member 47 [Source:VGNC Symbol_Acc:VGNC:34772],21,65227939,65234057,1
ENSBTAG00000053681,,,NKLS02000591.1,3909,7722,-1
ENSBTAG00000031794,PSPN,persephin [Source:VGNC Symbol_Acc:VGNC:52869],7,18073040,18073585,1
ENSBTAG00000018717,DDX20,DEAD-box helicase 20 [Source:VGNC Symbol_Acc:VGNC:27958],3,31539743,31550254,-1
ENSBTAG00000055220,,,6,58145190,58155094,1
ENSBTAG00000000928,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1 [Source:VGNC Symbol_Acc:VGNC:35200],19,33522158,33592103,-1
ENSBTAG00000025540,ALKBH7,alkB homolog 7 [Source:VGNC Symbol_Acc:VGNC:25838],7,18073858,18075473,-1
ENSBTAG00000003328,TAMM41,TAM41 mitochondrial translocator assembly and maintenance homolog [Source:NCBI gene (formerly Entrezgene)_Acc:514330],22,55794950,55847377,-1
ENSBTAG00000004679,WARS1,tryptophanyl-tRNA synthetase 1 [Source:VGNC Symbol_Acc:VGNC:36863],21,65238068,65267367,-1
ENSBTAG00000007456,TAZ,tafazzin [Source:VGNC Symbol_Acc:VGNC:35621],X,37465726,37473701,1
ENSBTAG00000001763,NR2C2AP,nuclear receptor 2C2 associated protein [Source:VGNC Symbol_Acc:VGNC:32237],7,4057893,4060107,1
ENSBTAG00000046717,PCDHA3,protocadherin alpha-3-like [Source:NCBI gene (formerly Entrezgene)_Acc:104968501],7,51902109,51904514,1
ENSBTAG00000017009,CMC2,C-X9-C motif containing 2 [Source:NCBI gene (formerly Entrezgene)_Acc:614078],18,7686031,7700190,-1
ENSBTAG00000052107,,,7,51903914,51904321,-1
ENSBTAG00000045261,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],19,33653093,33653189,1
ENSBTAG00000022580,INKA2,inka box actin regulator 2 [Source:VGNC Symbol_Acc:VGNC:50127],3,31565399,31578746,1
ENSBTAG00000014712,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:VGNC Symbol_Acc:VGNC:27459],7,18077043,18084803,-1
ENSBTAG00000005306,TRH,thyrotropin releasing hormone [Source:VGNC Symbol_Acc:VGNC:36304],22,55886672,55889873,-1
ENSBTAG00000049152,PCDHA4,protocadherin alpha 4 [Source:HGNC Symbol_Acc:HGNC:8670],7,51905934,51910680,1
ENSBTAG00000049759,,,7,51910089,51910496,-1
ENSBTAG00000011635,CENPN,centromere protein N [Source:VGNC Symbol_Acc:VGNC:27182],18,7700533,7719809,1
ENSBTAG00000050904,RAP1A,"RAP1A, member of RAS oncogene family [Source:NCBI gene (formerly Entrezgene)_Acc:282031]",3,31588106,31676077,-1
ENSBTAG00000015439,,,7,51920612,51933005,1
ENSBTAG00000049214,,,7,51922417,51922824,-1
ENSBTAG00000017680,NOS3,nitric oxide synthase 3 [Source:VGNC Symbol_Acc:VGNC:32174],4,113577087,113597490,1
ENSBTAG00000054949,,,NKLS02000591.1,13808,23769,-1
ENSBTAG00000007247,NUF2,NUF2 component of NDC80 kinetochore complex [Source:VGNC Symbol_Acc:VGNC:32344],3,5960360,5998691,-1
ENSBTAG00000054587,,,7,51932393,51932800,-1
ENSBTAG00000006860,VWA2,von Willebrand factor A domain containing 2 [Source:VGNC Symbol_Acc:VGNC:36851],26,34706685,34753535,1
ENSBTAG00000003439,AKAP10,A-kinase anchoring protein 10 [Source:VGNC Symbol_Acc:VGNC:25780],19,33740771,33784070,1
ENSBTAG00000032657,TEAD1,TEA domain transcription factor 1 [Source:VGNC Symbol_Acc:VGNC:35724],15,39748793,40015294,-1
ENSBTAG00000054506,,,7,51937544,51937951,-1
ENSBTAG00000052118,,,8,69817203,69820540,1
ENSBTAG00000052605,,,7,51947791,51948198,-1
ENSBTAG00000013551,NOX3,NADPH oxidase 3 [Source:VGNC Symbol_Acc:VGNC:32183],9,91998779,92064844,-1
ENSBTAG00000008213,ATMIN,ATM interactor [Source:VGNC Symbol_Acc:VGNC:50136],18,7721648,7736768,1
ENSBTAG00000048510,,,7,51961575,51961982,-1
ENSBTAG00000051344,,,7,51969350,51969757,-1
ENSBTAG00000004916,ARFGAP1,ADP ribosylation factor GTPase activating protein 1 [Source:VGNC Symbol_Acc:VGNC:56176],13,54287348,54297677,-1
ENSBTAG00000054285,,,7,51976791,51977198,-1
ENSBTAG00000023765,C18H16orf46,chromosome 18 C16orf46 homolog [Source:VGNC Symbol_Acc:VGNC:49174],18,7745738,7755153,-1
ENSBTAG00000030227,PCDHA13,protocadherin alpha 13 [Source:HGNC Symbol_Acc:HGNC:8667],7,51980790,51986518,1
ENSBTAG00000044410,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],18,7756348,7756451,1
ENSBTAG00000053013,,,7,51982595,51983002,-1
ENSBTAG00000054101,,,9,92660112,92661211,1
ENSBTAG00000001762,RFXANK,regulatory factor X associated ankyrin containing protein [Source:VGNC Symbol_Acc:VGNC:33900],7,4059596,4064801,-1
ENSBTAG00000049225,,,9,92921856,92922563,1
ENSBTAG00000006795,GCSH,glycine cleavage system protein H [Source:NCBI gene (formerly Entrezgene)_Acc:317723],18,7759553,7771600,-1
ENSBTAG00000053546,PCDHAC2,protocadherin alpha 13 [Source:NCBI gene (formerly Entrezgene)_Acc:523226],7,52009933,52103881,1
ENSBTAG00000031561,RSRC1,arginine and serine rich coiled-coil 1 [Source:VGNC Symbol_Acc:VGNC:53602],1,108967043,109414482,-1
ENSBTAG00000024975,,spermatogenesis-associated protein 21-like [Source:NCBI gene (formerly Entrezgene)_Acc:112442678],19,44889563,44892848,-1
ENSBTAG00000007233,WDR25,WD repeat domain 25 [Source:VGNC Symbol_Acc:VGNC:36888],21,65267468,65416865,1
ENSBTAG00000015649,TMEM156,transmembrane protein 156 [Source:VGNC Symbol_Acc:VGNC:35983],6,58180729,58223872,-1
ENSBTAG00000004597,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase [Source:VGNC Symbol_Acc:VGNC:32900]",X,87028786,87034387,-1
ENSBTAG00000006614,TMCC1,transmembrane and coiled-coil domain family 1 [Source:VGNC Symbol_Acc:VGNC:35925],22,55948231,56101053,1
ENSBTAG00000004895,AFAP1L2,actin filament associated protein 1 like 2 [Source:VGNC Symbol_Acc:VGNC:25708],26,34756223,34799268,-1
ENSBTAG00000047818,TAFA2,TAFA chemokine like family member 2 [Source:VGNC Symbol_Acc:VGNC:28778],5,51752422,51924620,1
ENSBTAG00000004600,OTUD5,OTU deubiquitinase 5 [Source:VGNC Symbol_Acc:VGNC:32496],X,87037310,87064562,-1
ENSBTAG00000053988,,,7,52043909,52044506,-1
ENSBTAG00000014401,SORBS3,sorbin and SH3 domain containing 3 [Source:VGNC Symbol_Acc:VGNC:35129],8,69848988,69878635,1
ENSBTAG00000005230,SHOX2,short stature homeobox 2 [Source:VGNC Symbol_Acc:VGNC:34606],1,109417834,109426592,1
ENSBTAG00000033662,NCKAP1,NCK associated protein 1 [Source:VGNC Symbol_Acc:VGNC:31915],2,13528238,13633956,1
ENSBTAG00000053470,bta-mir-11982,bta-mir-11982 [Source:miRBase_Acc:MI0038196],28,8553717,8553777,-1
ENSBTAG00000048452,,,1,61190692,61192295,-1
ENSBTAG00000009024,KCND1,potassium voltage-gated channel subfamily D member 1 [Source:VGNC Symbol_Acc:VGNC:30434],X,87068162,87075215,-1
ENSBTAG00000052627,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],28,8620551,8620657,1
ENSBTAG00000008095,ACER1,alkaline ceramidase 1 [Source:VGNC Symbol_Acc:VGNC:25536],7,18105651,18128839,1
ENSBTAG00000045446,7SK,7SK RNA [Source:RFAM_Acc:RF00100],1,109639263,109639541,1
ENSBTAG00000007084,MAP3K14,mitogen-activated protein kinase kinase kinase 14 [Source:VGNC Symbol_Acc:VGNC:31192],19,44908849,44952435,-1
ENSBTAG00000017716,BEGAIN,brain enriched guanylate kinase associated [Source:VGNC Symbol_Acc:VGNC:26465],21,65422668,65451985,-1
ENSBTAG00000006044,KLHL5,kelch like family member 5 [Source:VGNC Symbol_Acc:VGNC:30668],6,58266641,58336226,1
ENSBTAG00000002277,MLLT1,MLLT1 super elongation complex subunit [Source:VGNC Symbol_Acc:VGNC:31501],7,18141671,18210109,1
ENSBTAG00000025817,BORCS8,BLOC-1 related complex subunit 8 [Source:NCBI gene (formerly Entrezgene)_Acc:100271850],7,4065562,4078533,1
ENSBTAG00000012693,,polycystin 1 like 2 [Source:NCBI gene (formerly Entrezgene)_Acc:101905746],18,7775728,7882996,-1
ENSBTAG00000014418,FHIT,fragile histidine triad diadenosine triphosphatase [Source:VGNC Symbol_Acc:VGNC:28998],22,40819274,41605063,1
ENSBTAG00000044661,bta-mir-2314,bta-mir-2314 [Source:miRBase_Acc:MI0011333],15,39802379,39802439,-1
ENSBTAG00000044332,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],22,56001533,56001636,-1
ENSBTAG00000047390,bta-mir-2285aq-2,bta-mir-2285aq-2 [Source:miRBase_Acc:MI0038190],12,76905996,76906054,-1
ENSBTAG00000043073,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],22,56018849,56018955,-1
ENSBTAG00000043534,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],19,44995862,44995965,1
ENSBTAG00000007788,GRIPAP1,GRIP1 associated protein 1 [Source:VGNC Symbol_Acc:VGNC:29653],X,87078387,87100538,-1
ENSBTAG00000043343,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],12,76954820,76954924,-1
ENSBTAG00000045027,bta-mir-2372,bta-mir-2372 [Source:miRBase_Acc:MI0011407],22,56057993,56058069,1
ENSBTAG00000043932,,,22,56108343,56108469,1
ENSBTAG00000055040,bta-mir-10172,bta-mir-10172 [Source:miRBase_Acc:MI0032925],21,65440122,65440205,-1
ENSBTAG00000001818,MEF2B,myocyte enhancer factor 2B [Source:NCBI gene (formerly Entrezgene)_Acc:100271851],7,4095668,4099712,1
ENSBTAG00000053693,bta-mir-11994,bta-mir-11994 [Source:miRBase_Acc:MI0038371],22,56110831,56110892,1
ENSBTAG00000007244,NID1,nidogen 1 [Source:VGNC Symbol_Acc:VGNC:55991],28,8687268,8784180,-1
ENSBTAG00000001992,CYP51A1,"cytochrome P450, family 51, subfamily A, polypeptide 1 [Source:NCBI gene (formerly Entrezgene)_Acc:505060]",4,9459764,9476713,-1
ENSBTAG00000046552,GGACT,gamma-glutamylamine cyclotransferase [Source:VGNC Symbol_Acc:VGNC:29338],12,77176134,77220409,-1
ENSBTAG00000052188,,,21,65467447,65596776,1
ENSBTAG00000049278,,,7,18239099,18245091,-1
ENSBTAG00000000571,ARHGAP27,Rho GTPase activating protein 27 [Source:VGNC Symbol_Acc:VGNC:26085],19,45042256,45058084,-1
ENSBTAG00000001814,PLXND1,plexin D1 [Source:VGNC Symbol_Acc:VGNC:33065],22,56134781,56182636,1
ENSBTAG00000016341,RGS5,regulator of G protein signaling 5 [Source:VGNC Symbol_Acc:VGNC:55670],3,6159079,6212125,1
ENSBTAG00000014512,WDR19,WD repeat domain 19 [Source:VGNC Symbol_Acc:VGNC:36886],6,58350006,58428640,1
ENSBTAG00000009105,ACSBG2,acyl-CoA synthetase bubblegum family member 2 [Source:VGNC Symbol_Acc:VGNC:25561],7,18256064,18269611,-1
ENSBTAG00000001817,TMEM161A,transmembrane protein 161A [Source:VGNC Symbol_Acc:VGNC:35986],7,4105828,4120006,1
ENSBTAG00000040344,,,5,52575764,52576204,-1
ENSBTAG00000001571,LRRD1,leucine rich repeats and death domain containing 1 [Source:VGNC Symbol_Acc:VGNC:31034],4,9488265,9504398,-1
ENSBTAG00000016515,EFNA5,ephrin A5 [Source:VGNC Symbol_Acc:VGNC:28358],7,106497219,106784981,-1
ENSBTAG00000012031,ATG9B,autophagy related 9B [Source:VGNC Symbol_Acc:VGNC:26263],4,113596444,113603315,-1
ENSBTAG00000007066,TMTC4,transmembrane O-mannosyltransferase targeting cadherins 4 [Source:VGNC Symbol_Acc:VGNC:36148],12,77235998,77292275,-1
ENSBTAG00000051615,,,18,7802186,7803422,1
ENSBTAG00000001812,H1-8,H1.8 linker histone [Source:VGNC Symbol_Acc:VGNC:83613],22,56187762,56218695,-1
ENSBTAG00000002750,KRIT1,KRIT1 ankyrin repeat containing [Source:VGNC Symbol_Acc:VGNC:30714],4,9528416,9567814,-1
ENSBTAG00000001026,BCO1,beta-carotene oxygenase 1 [Source:VGNC Symbol_Acc:VGNC:26453],18,7897717,7928436,1
ENSBTAG00000037885,PCDHB1,protocadherin beta 1 [Source:NCBI gene (formerly Entrezgene)_Acc:504206],7,52169913,52172369,1
ENSBTAG00000045858,,,7,52176550,52177263,1
ENSBTAG00000053160,,,7,52210138,52225922,-1
ENSBTAG00000006600,,,3,72180622,72181690,-1
ENSBTAG00000000830,GPR137B,G protein-coupled receptor 137B [Source:VGNC Symbol_Acc:VGNC:29551],28,8841688,8897393,1
ENSBTAG00000052612,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],3,72554638,72554744,1
ENSBTAG00000049493,,protocadherin beta-4-like [Source:NCBI gene (formerly Entrezgene)_Acc:104968820],7,52225228,52404283,1
ENSBTAG00000054841,,,22,41861490,42005435,-1
ENSBTAG00000007759,ABCB8,ATP binding cassette subfamily B member 8 [Source:VGNC Symbol_Acc:VGNC:25466],4,113605321,113623176,1
ENSBTAG00000045313,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],22,42004101,42004200,-1
ENSBTAG00000050960,,,22,42143582,42182221,-1
ENSBTAG00000001310,RHO,rhodopsin [Source:VGNC Symbol_Acc:VGNC:33942],22,56225120,56231448,-1
ENSBTAG00000030474,,,7,52258295,52341360,1
ENSBTAG00000052847,,,18,7930075,7945789,-1
ENSBTAG00000054343,,,7,52307777,52309917,1
ENSBTAG00000051598,,,13,54307824,54308334,1
ENSBTAG00000053075,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],19,45071025,45071131,-1
ENSBTAG00000037899,DLK1,delta like non-canonical Notch ligand 1 [Source:VGNC Symbol_Acc:VGNC:28092],21,65626343,65634828,1
ENSBTAG00000004911,BIRC7,baculoviral IAP repeat containing 7 [Source:VGNC Symbol_Acc:VGNC:26503],13,54318945,54322245,-1
ENSBTAG00000009428,GAN,gigaxonin [Source:VGNC Symbol_Acc:VGNC:29244],18,7948139,7992806,1
ENSBTAG00000050840,,,7,52317358,52352399,1
ENSBTAG00000000700,PARVA,parvin alpha [Source:VGNC Symbol_Acc:VGNC:32589],15,40167676,40347859,-1
ENSBTAG00000054347,,,19,45075121,45075870,-1
ENSBTAG00000048985,,,1,61393686,61394866,-1
ENSBTAG00000045344,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],X,87102567,87102627,-1
ENSBTAG00000048715,,,1,61466587,61466751,1
ENSBTAG00000019121,IFT122,intraflagellar transport 122 [Source:VGNC Symbol_Acc:VGNC:30064],22,56239343,56308299,-1
ENSBTAG00000049316,,,7,52367215,52368274,-1
ENSBTAG00000054137,,,19,45077683,45078810,1
ENSBTAG00000030977,ULK2,unc-51 like autophagy activating kinase 2 [Source:VGNC Symbol_Acc:VGNC:36659],19,33821553,33860333,1
ENSBTAG00000010383,YTHDF1,YTH N6-methyladenosine RNA binding protein 1 [Source:VGNC Symbol_Acc:VGNC:37041],13,54332554,54344491,1
ENSBTAG00000055075,,,1,61725406,61725556,1
ENSBTAG00000001816,SLC25A42,solute carrier family 25 member 42 [Source:VGNC Symbol_Acc:VGNC:34767],7,4123914,4135054,-1
ENSBTAG00000008523,TFE3,transcription factor binding to IGHM enhancer 3 [Source:VGNC Symbol_Acc:VGNC:35787],X,87111180,87122824,-1
ENSBTAG00000049072,bta-mir-2285de,bta-mir-2285de [Source:miRBase_Acc:MI0038438],1,62430103,62430159,1
